session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
10881,344,1839,437,438,437,1838,404,438,437,687,207
10882,1277,1171,1838,404,437,430,687,1838,5,430,207
10883,430,430,522,522,430,522,430,522,344,438,207
10884,344,437,522,438,2,344,2,438,437,344,207
10885,438,687,438,1277,2,1171,5,687,438,2,207
10886,687,438,438,437,687,522,438,1277,438,437,207
10887,438,687,2,2,940,2,940,2,361,2,207
10888,2,940,2,2,2,4636,940,940,3,31,207
10889,940,940,2,940,31,2,3,940,2,2,207
10890,10,3,4,21,27,2,30,6,10,21,207
10891,27,3,33,4,30,9,6,10,23,33,207
10892,4,4,9,23,4,1328,2,2,2,4,207
10893,4,4,2,3,4,21,10,27,2,2,207
10894,4,3,10,21,2,3,10,21,4,192,207
10895,192,2,3,2,6,3,2,6,3,17,207
10896,44,22,5,18,1116,18,17,5,18,5,207
10897,17,18,5,1356,20,20,17,18,5,18,207
10898,17,5,17,18,5,1356,20,18,5,2,207
10899,17,20,43,81,2,17,18,2,5,2,207
10900,20,20,18,17,5,20,17,2,18,5,207
10901,20,20,961,2208,102,961,179,40,180,40,207
10902,40,961,2,54,2,62,86,142,54,86,207
10903,62,54,2,2,3,2,2,6,3,3,207
10904,4,10,2,44,17,22,18,5,1116,2,207
10905,20,2,6,2,21,2,20,10,21,2,207
10906,2,1061,622,2,1061,622,1061,18,5,17,207
10907,27,622,3,4,21,10,3,17,27,30,207
10908,3160,622,1061,18,5,30,622,1061,33,4,207
10909,622,43,6,4,10,622,4,6,4,2,207
10910,6,3,622,622,3161,2,2,2,88,88,207
10911,2,4,21,27,10,3,2,2,4,3,207
10912,10,21,27,30,2,10,6,27,3,33,207
10913,4,30,6,6,4,33,2,4,10,27,207
10914,3,21,2,2,2,2,3,3,4,4,207
10915,3,10,21,27,10,21,27,4,4,4,207
10916,4,3,30,4,30,6,4,6,10,4,207
10917,33,115,4,33,6,6,6,4,115,21,207
10918,10,4,3,2,10,27,21,4,2,165,207
10919,2,2,41,41,82,82,41,41,165,349,207
10920,349,349,349,99,82,442,349,349,99,45,207
10921,349,45,45,349,45,349,45,334,45,349,207
10922,187,45,45,349,97,97,95,249,349,41,207
10923,45,249,159,249,349,216,45,349,442,41,207
10924,349,229,466,82,4,2,2,3,3,4,207
10925,2,3,10,4,10,21,27,10,21,27,207
10926,4,4,3,6,30,4,6,30,33,6,207
10927,115,3,115,4,27,4,33,2,3,10,207
10928,21,4,2,3,3,2,1116,5,44,22,207
10929,18,18,17,5,4,10,20,17,20,18,207
10930,5,1356,20,20,27,10,6,4,30,27,207
10931,248,1028,2,30,1028,3,33,10,4,4,207
10932,3,6,6,43,4,6,4,33,6,4,207
10933,4,4,4,2,4,3,27,10,4,1028,207
10934,1028,1028,3,2,5,1833,170,203,170,404,207
10935,404,2,2,3,6,10,4,6,2,21,207
10936,2,3,27,21,10,27,30,4,3,30,207
10937,6,33,4,10,4,4,23,4,33,4,207
10938,6,23,3,2,4,21,10,27,3,43,207
10939,192,2,2,6,3,4,3,10,6,21,207
10940,2,27,2,3,10,21,27,4,3,30,207
10941,4,4,30,33,4,6,2,4,33,3,207
10942,2,43,3,27,4,4,21,10,2,27,207
10943,10,21,2,4,27,21,2,10,2,4,207
10944,2,2,2,2,1001,1001,1001,1001,1001,1001,207
10945,1001,1001,1001,1001,1001,2,2,2,3,4,207
10946,3,10,21,27,30,6,2,10,21,27,207
10947,33,4,3,30,33,9,6,23,19,9,207
10948,9,6,9,6,9,9,9,9,3,9,207
10949,4,23,6,4,19,2,4,10,27,3,207
10950,21,2,2,2,54,62,2,142,86,54,207
10951,2,847,2,847,41,2,41,41,847,41,207
10952,165,99,153,442,97,187,82,41,153,97,207
10953,95,159,82,99,334,216,249,153,41,97,207
10954,466,95,45,229,82,45,61,132,2,2,207
10955,4637,2387,2,2,2,4638,2,3,4,3,207
10956,10,21,10,27,3,30,33,4,4,27,207
10957,30,33,2,21,10,27,3,4,2,2,207
10958,3,2,4,10,21,27,30,2,33,4,207
10959,10,21,2,44,2,31,2024,18,5,17,207
10960,3,4639,106,1425,245,238,10,10,10,6,207
10961,4640,27,2024,1713,2,17,18,6,1713,5,207
10962,17,2024,2,18,1595,5,3,6,30,4,207
10963,33,42,42,102,2,42,47,48,4,35,207
10964,29,742,29,742,35,48,47,35,42,29,207
10965,42,48,47,29,35,2,2,4,2,6,207
10966,2,435,3162,4,435,3163,2491,3164,31,2030,207
10967,435,128,31,5,435,3165,3166,333,193,3167,207
10968,2491,435,2492,435,5,2492,435,435,435,435,207
10969,172,435,3168,1232,3,172,4,3,2,1233,207
10970,4,21,10,27,2,2493,3,1233,6,1233,207
10971,1233,1233,1233,3,2493,2,3,1233,1233,2,207
10972,2,4,2,2,3,4,10,21,27,2,207
10973,30,10,33,4,21,27,6,3,30,2,207
10974,6,33,4,27,21,4,10,3,2,2,207
10975,3,4,10,3,10,2,21,4,2,2,207
10976,3,4,10,21,27,10,30,2,33,4,207
10977,6,21,3,27,30,33,6,4,2,3,207
10978,3,4,27,21,4,10,2,2,2,2,207
10979,54,62,62,86,2,42,42,29,35,2,207
10980,42,35,29,29,42,35,35,29,29,789,207
10981,35,42,789,29,35,2,2,6,3,4,207
10982,3,10,6,21,2,2,27,2,3,10,207
10983,21,27,4,6,30,3,30,4,33,4,207
10984,43,6,10,33,6,4,2,4,3,4,207
10985,21,10,27,3,2,2,3,3,4,10,207
10986,2,27,2,2,27,4,30,6,10,3,207
10987,3,30,33,4,43,4,10,33,4,6,207
10988,4,6,9,77,4,9,77,6,4,77,207
10989,6,4,4,124,124,3,3,124,4,124,207
10990,4,4,6,2,3,4,10,27,2,6,207
10991,6,2,2,2,2,3,10,4,21,27,207
10992,2,3,10,30,2,21,165,27,6,41,207
10993,33,4,41,3,2,2,82,41,41,82,207
10994,41,165,153,442,30,45,99,45,82,153,207
10995,45,153,45,45,97,10,334,187,41,97,207
10996,216,95,95,43,159,153,153,249,97,4,207
10997,153,41,442,153,45,95,229,466,82,132,207
10998,61,312,93,147,61,900,22,61,247,247,207
10999,256,132,44,22,539,41,247,18,132,17,207
11000,5,247,427,5,256,566,22,20,5,149,207
11001,149,20,22,46,33,46,6,6,394,4,207
11002,4,2,27,10,21,4,3,1013,2,2,207
11003,4,10,3,21,27,30,2,4,10,21,207
11004,33,4,6,27,3,4,30,2,33,6,207
11005,4,27,3,10,21,4,4,4,2,2,207
11006,21,4,10,27,4,4,30,10,2,33,207
11007,4,3,4,3,21,10,27,2,2,2,207
11008,2,4,3,10,21,27,2,2,30,4,207
11009,10,21,33,4,27,6,3,4,30,33,207
11010,6,4,4,4,4,3,30,4,4,6,207
11011,4,2,33,4,4,21,10,27,3,2,207
11012,2,2,2,2,2,2,2,3,4,2,207
11013,10,10,2,3,21,2,2,3,2,2031,207
11014,3,2,1357,5,1357,5,1357,1357,1357,3,207
11015,1357,2031,3,1357,10,21,27,4,4,4,207
11016,4,30,4,3,6,6,10,4,33,4,207
11017,115,6,9,9,6,6,33,6,2,165,207
11018,6,4,6,2,6,10,10,41,4,2031,207
11019,2031,10,6,41,4,82,41,41,165,153,207
11020,153,153,153,6,99,99,4,45,442,153,207
11021,4,6,6,45,4,45,45,153,45,153,207
11022,334,4,153,187,153,97,153,249,95,41,207
11023,159,249,153,97,249,216,153,4,153,153,207
11024,153,41,153,45,466,153,229,45,115,4,207
11025,4,115,3,4,2,3,27,21,10,4,207
11026,21,4,4,21,10,2,2,3,4,10,207
11027,2,3,4,10,21,27,10,21,4,27,207
11028,6,30,3,4,6,30,33,115,6,2,207
11029,2,3,2,1735,1735,2,3,1735,1735,1735,207
11030,4,33,4,6,4,6,4,6,4,115,207
11031,4,115,2,21,3,10,10,27,21,4,207
11032,4,2,2,6,3,3,4,2,10,6,207
11033,21,2,2,27,2,3,4,27,21,10,207
11034,3,4,30,10,33,4,6,6,6,43,207
11035,4,30,4,33,4,23,4,6,23,4,207
11036,6,4,6,4,2,4,33,6,3,3,207
11037,4,21,27,10,4,2,42,42,2,42,207
11038,742,29,35,42,35,29,35,42,29,35,207
11039,42,35,29,42,35,29,42,35,29,35,207
11040,42,29,35,29,42,42,35,29,35,29,207
11041,29,42,29,35,29,42,2,2,4,3,207
11042,10,21,27,30,6,2,10,33,4,21,207
11043,27,3,4,30,23,33,6,4,4,2,207
11044,4,6,3,3,4,27,10,21,4,2,207
11045,3,3,6,10,4,2,21,2,6,27,207
11046,3,10,27,30,21,4,3,4,30,6,207
11047,10,33,4,4,4,3,4,33,2,3,207
11048,27,10,21,4,81,43,2,2,4,3,207
11049,10,21,27,30,2,10,21,33,4,3,207
11050,27,6,30,33,6,6,6,4,4,2,207
11051,3,27,10,21,4,2,2,4,3,10,207
11052,21,27,30,4,33,2,9,6,10,21,207
11053,4,27,6,2,30,33,4,9,10,3,207
11054,27,21,4,2,2,3,6,4,10,6,207
11055,2,21,2,27,2,3,10,30,27,21,207
11056,3,30,6,10,23,33,4,4,43,6,207
11057,33,23,23,6,6,6,4,4,2,3,207
11058,6,4,4,21,27,3,10,2,2,3,207
11059,6,4,6,10,21,2,2,3,27,3,207
11060,10,21,30,27,4,4,33,4,30,10,207
11061,33,6,6,23,4,4,9,4,4,6,207
11062,2,23,9,4,2,3,21,4,27,3,207
11063,10,43,2,2,4,3,10,21,27,30,207
11064,2,33,4,6,10,27,21,3,30,33,207
11065,6,4,4,4,23,4,6,2,4,3,207
11066,27,10,21,4,2,2,6,3,3,3,207
11067,2,6,43,81,2,2,3,6,4,10,207
11068,6,2,21,2,3,27,27,30,4,21,207
11069,10,3,30,33,4,6,23,10,4,4,207
11070,23,33,6,2,2,3,3,4,21,10,207
11071,27,43,2,3,6,4,10,3,6,21,207
11072,2,2,27,3,10,21,30,27,4,4,207
11073,3,30,4,6,10,33,4,43,33,4,207
11074,4,4,4,2,33,4,3,27,10,3,207
11075,4,21,2,2,3,31,3,2,31,43,207
11076,2,2,3,4,10,27,2,3,6,30,207
11077,27,10,4,33,3,6,10,4,30,33,207
11078,2,2,2,31,6,4,2,2,2032,2,207
11079,2032,2032,4641,3,2032,4642,10,10,4,3,207
11080,2,3,3,27,10,4,2,2,3,4,207
11081,10,2,21,2,165,2,4,41,10,21,207
11082,41,2,27,3,30,2,21,27,10,33,207
11083,4,2,82,82,41,41,442,165,153,82,207
11084,153,153,153,99,187,97,334,97,249,41,207
11085,45,159,153,249,153,45,45,216,97,95,207
11086,41,95,153,229,45,442,466,3,4,30,207
11087,33,82,132,2,3,21,10,61,4,27,207
11088,2,2,4,3,10,21,27,2,10,21,207
11089,27,3,4,4,4,4,4,30,33,6,207
11090,4,30,4,2,33,6,2,3,847,27,207
11091,10,2,847,41,41,82,41,21,4,2,207
11092,847,165,2,153,45,153,45,99,82,41,207
11093,95,249,216,82,153,159,153,156,147,71,207
11094,71,45,45,442,2494,156,1358,317,848,317,207
11095,381,706,450,317,706,450,706,450,317,2495,207
11096,229,317,4,706,317,317,381,450,45,153,207
11097,317,1358,317,71,317,381,1358,706,381,317,207
11098,706,1358,706,381,153,45,706,706,317,41,207
11099,2494,95,229,153,93,61,132,466,82,312,207
11100,17,61,566,247,422,18,44,22,256,312,207
11101,147,427,5,22,132,299,5,82,41,539,207
11102,5,132,299,22,149,20,149,149,20,22,207
11103,46,46,3,2,2,3,6,4,10,2,207
11104,21,2,27,3,21,4,10,27,6,30,207
11105,4,3,30,6,10,51,4,33,4,3,207
11106,33,4,51,2,4,21,10,27,3,81,207
11107,43,2,2,6,4,3,10,21,27,30,207
11108,2,10,21,6,33,27,3,4,51,30,207
11109,33,6,23,6,6,51,4,4,23,6,207
11110,4,2,27,4,21,10,3,2,2,3,207
11111,3,4,10,2,6,2,21,2,27,27,207
11112,3,10,21,27,4,3,6,30,30,2,207
11113,165,33,4,41,2,6,41,41,41,165,207
11114,153,442,153,153,187,99,97,334,82,249,207
11115,95,95,45,159,82,45,159,45,45,153,207
11116,41,45,153,216,153,97,249,153,153,45,207
11117,442,153,95,41,229,466,153,61,82,132,207
11118,87,312,147,93,61,247,17,44,256,247,207
11119,427,132,5,18,566,422,22,22,299,41,207
11120,5,132,299,5,539,22,149,87,20,6,207
11121,10,4,33,4,4,6,3,2,3,43,207
11122,2,4,10,21,27,149,30,23,33,4,207
11123,6,23,3,2,4,351,505,3,4,21,207
11124,10,27,2,2,3,4,10,21,27,30,207
11125,10,2,21,4,33,4,4,30,33,27,207
11126,2,3,4,3,4,21,10,27,2,2,207
11127,2,4,3,2,10,21,165,2,41,41,207
11128,27,30,4,33,2,4,4,82,4,4,207
11129,82,4,21,10,4,41,2,165,6,51,207
11130,153,27,4,153,82,99,45,45,51,41,207
11131,41,41,249,95,229,45,82,159,153,132,207
11132,5,247,93,147,256,312,18,61,44,17,207
11133,422,22,132,5,3,41,82,299,5,132,207
11134,539,22,23,20,20,46,2,22,2,1014,207
11135,4643,4644,948,6,3169,5,46,2,1786,375,207
11136,737,948,576,22,31,244,465,106,856,73,207
11137,106,245,173,238,3169,6,30,33,4,4,207
11138,4,6,4,4,4,4,4,4,4,4,207
11139,4,4,4,2,4,2,3,1682,2,486,207
11140,2,27,10,21,4,4,2,976,3,667,207
11141,2,248,1025,1114,667,1114,667,2,1025,976,207
11142,667,3,18,976,5,976,5,212,20,6,207
11143,667,10,20,6,10,2,2,1527,2,1527,207
11144,1527,31,1527,2,2033,31,18,2033,44,17,207
11145,5,2,2033,2034,2496,5,2496,2034,745,3170,207
11146,31,2,3170,2324,2,2497,18,4645,2498,2195,207
11147,1835,4646,4647,17,2497,1835,2497,5,2498,1834,207
11148,6,1835,1834,2,2498,6,436,1256,1797,31,207
11149,5,436,2033,6,128,436,2034,436,203,2496,207
11150,251,1374,369,119,369,6,10,119,2,3,207
11151,25,25,2,1527,2,3,25,25,2034,2,207
11152,4648,25,25,2,2,2,2,942,2,330,207
11153,943,750,693,678,331,2499,1255,943,330,677,207
11154,708,2499,874,750,718,44,330,827,943,917,207
11155,18,636,5,874,330,827,917,750,330,128,207
11156,5,128,3,2,212,128,1183,3171,2,330,207
11157,942,1183,330,331,331,330,754,636,331,942,207
11158,2499,2,3171,2,4649,2,1526,2025,1733,1526,207
11159,1526,3,2,1733,2025,142,86,54,62,2,207
11160,3172,2,3172,2,3173,3174,2,2,2,2,207
11161,1527,2,486,2,486,486,4650,2,4,4,207
11162,21,27,30,10,33,4,21,4,27,30,207
11163,2,33,3,6,4,10,27,3,21,43,207
11164,2,3,6,4,10,2,21,21,21,2,207
11165,27,3,4,27,21,6,10,3,4,30,207
11166,6,4,4,4,4,4,4,6,30,10,207
11167,4,33,9,4,33,3,2,4,2,4,207
11168,4,21,10,27,3,2,2,6,3,4,207
11169,2,10,21,6,27,3,2,4,3,27,207
11170,4,30,10,21,4,30,4,33,6,4,207
11171,33,10,6,43,2,4,2,4,2,4,207
11172,4,4,4,4,4,2,3,21,10,4,207
11173,27,2,2,3,2,886,3,2,486,2,207
11174,486,486,2,2,2,2,2,2,886,2,207
11175,886,2,886,886,886,2,2,2,2,886,207
11176,886,886,2,886,2,2,2,165,4,3,207
11177,4,41,10,21,41,2,27,30,2,33,207
11178,4,2,41,41,165,153,6,10,153,442,207
11179,99,97,187,82,21,41,153,97,95,159,207
11180,82,249,153,99,216,334,249,216,97,153,207
11181,45,45,45,153,153,45,45,1358,317,317,207
11182,706,450,848,381,706,381,450,317,450,706,207
11183,2495,317,317,317,317,450,317,381,317,317,207
11184,229,3,27,30,317,4,3,2,317,4,207
11185,6,33,450,848,848,450,381,45,45,45,207
11186,450,317,381,450,848,317,450,317,21,10,207
11187,27,1062,4,3,2035,1062,1062,2035,153,442,207
11188,153,95,41,229,466,153,82,132,61,312,207
11189,147,61,93,965,422,61,5,247,87,147,207
11190,22,44,422,247,256,132,18,5,299,247,207
11191,427,256,299,5,566,22,299,149,87,20,207
11192,149,317,2,2,676,1337,1736,1338,788,931,207
11193,676,788,931,676,1337,1338,931,788,931,788,207
11194,676,1736,1338,676,788,931,1736,1338,788,931,207
11195,353,552,743,682,676,1736,743,2,2,2,207
11196,31,2,2,2500,5,22,2500,6,17,44,207
11197,18,5,3,1528,3,488,2,1528,488,4651,207
11198,17,5,488,6,22,18,20,2500,6,20,207
11199,20,6,20,1528,6,10,1528,10,6,1528,207
11200,22,17,5,18,6,20,5,2,6,2,207
11201,2501,2501,2501,1528,488,488,2431,2431,4,3,207
11202,10,21,2,3,27,30,10,4,33,30,207
11203,3,27,21,4,33,4,4,2,2,4,207
11204,2,3,4,21,10,3,27,2,2,2,207
11205,2,2,2,22,44,1116,5,17,18,18,207
11206,5,17,3,18,4,5,20,4,1356,20,207
11207,10,21,20,27,30,2,4,4,33,4,207
11208,4,4,10,21,27,3,30,6,9,33,207
11209,2,4,6,9,4,4,4,4,21,2,207
11210,4,3,4,21,10,27,2,2,3,6,207
11211,10,4,21,6,2,2,27,3,4,10,207
11212,27,21,30,3,4,30,33,4,4,9,207
11213,43,6,10,33,9,4,4,4,4,51,207
11214,23,6,6,51,6,23,4,2,3,4,207
11215,27,4,3,21,10,3,2,2,4,3,207
11216,10,21,27,30,6,4,33,2,10,43,207
11217,81,6,21,27,4,30,3,51,4,4,207
11218,6,33,4,51,2,4,21,10,27,3,207
11219,2,2,4,3,6,10,2,2,3,21,207
11220,27,6,10,27,21,4,4,30,3,4,207
11221,51,30,51,4,33,10,4,4,33,6,207
11222,6,6,51,23,4,43,4,4,23,6,207
11223,4,4,2,2,2,438,2,437,430,344,207
11224,430,437,437,430,438,1171,2703,1277,1171,687,207
11225,344,438,430,430,5,437,522,522,430,437,207
11226,522,437,344,438,2,2,4652,2,4,2,207
11227,344,437,438,344,437,438,1277,687,5,438,207
11228,687,438,522,438,687,430,437,438,438,687,207
11229,522,2,10,2,4,4,51,2,3,4,207
11230,21,10,27,3,2,2,3,6,4,10,207
11231,6,21,27,2,3,21,4,30,27,10,207
11232,3,30,33,4,4,10,33,4,6,4,207
11233,6,3,2,3,2,43,4,27,10,4,207
11234,21,192,2,2,2,27,10,21,4,10,207
11235,2,3,30,33,4,6,21,27,3,30,207
11236,33,6,4,4,4,4,4,6,3,30,207
11237,2,27,10,4,4,3,4,30,10,27,207
11238,2,2,2,30,1403,4,3,41,2,41,207
11239,41,41,165,153,153,442,99,97,187,41,207
11240,216,95,97,216,4,82,95,159,249,82,207
11241,99,45,97,45,334,153,1358,317,317,706,207
11242,450,848,381,381,450,706,317,450,450,2495,207
11243,317,317,706,317,381,450,229,317,317,317,207
11244,317,848,450,95,41,229,442,45,153,466,207
11245,61,82,132,422,312,93,61,147,247,381,207
11246,5,247,17,381,848,450,422,18,22,44,207
11247,299,427,256,299,566,132,22,5,41,450,207
11248,5,132,539,71,450,20,149,33,6,10,207
11249,20,22,149,317,450,3,4,6,4,4,207
11250,4,4,4,4,4,4,33,4,2,33,207
11251,4,3,4,21,10,27,164,81,167,311,207
11252,160,182,164,167,164,160,182,2,2,6,207
11253,3,6,3,3156,2,2,2,2,6,3,207
11254,2,353,1481,2,6,985,985,1481,17,6,207
11255,44,985,18,985,5,3,6,10,6,10,207
11256,6,3,2,2,4,4,3,10,2,4,207
11257,3,10,3,4,4,21,6,4,27,10,207
11258,21,27,3,30,4,30,33,4,115,6,207
11259,9,6,115,33,9,3,4,27,2,6,207
11260,4,21,27,10,4,6,2,2,6,3,207
11261,4,10,2,21,4,6,27,3,30,10,207
11262,21,27,33,115,4,3,30,33,4,4,207
11263,115,4,2,6,33,23,4,23,6,4,207
11264,2,2,3,6,3,2,165,41,4,2,207
11265,6,41,82,4,6,4,4,4,4,4,207
11266,322,4,41,41,165,442,153,187,99,334,207
11267,97,97,153,249,95,45,41,41,159,153,207
11268,45,216,41,97,153,41,45,249,153,4,207
11269,23,322,1358,317,848,381,706,317,450,4,207
11270,848,706,450,381,317,450,317,317,848,381,207
11271,4,706,317,450,450,317,317,229,317,317,207
11272,450,848,381,317,848,450,381,450,848,450,207
11273,45,45,450,381,153,1062,1062,1062,2035,1062,207
11274,1062,1062,2035,1062,216,442,41,229,153,95,207
11275,466,450,115,21,317,3,2,4,27,10,207
11276,21,2,2,6,3,4,10,6,21,21,207
11277,2,2,27,3,2,21,27,30,6,10,207
11278,4,3,30,33,4,43,6,10,33,4,207
11279,6,4,4,4,6,4,4,4,6,6,207
11280,4,4,4,4,2,2,4,3,4,4,207
11281,10,21,10,21,27,3,2,30,10,21,207
11282,27,3,30,33,4,6,6,33,30,4,207
11283,6,4,4,4,4,4,4,4,4,4,207
11284,4,4,4,4,4,4,4,4,4,6,207
11285,33,4,4,4,4,4,4,6,4,2,207
11286,2,622,2,1061,622,1061,44,17,18,622,207
11287,1061,5,622,622,17,1061,622,18,5,3160,207
11288,622,1061,622,622,622,622,622,3161,4,4,207
11289,4,2,165,2,41,4,2,41,82,41,207
11290,41,165,153,153,156,45,2479,442,45,2494,207
11291,99,187,334,97,41,97,95,216,45,159,207
11292,82,153,97,249,442,45,442,153,2479,153,207
11293,41,153,249,153,153,216,95,159,41,153,207
11294,229,95,466,4,6,4,4,4,2,3,207
11295,10,4,3,27,21,2,2,4,3,10,207
11296,21,27,30,2,10,33,4,6,21,4,207
11297,6,27,30,3,33,4,6,4,4,2,207
11298,2,5,17,44,22,18,1116,17,18,5,207
11299,20,17,20,18,20,5,6,4,1356,20,207
11300,2,88,2,6,4,3175,119,18,1169,119,207
11301,6,5,5,20,3175,20,4,4,4,33,207
11302,2,4,4,4,2,10,3,4,2,3,207
11303,10,2,1234,244,2,1234,2036,1232,2036,1234,207
11304,1234,1234,1234,21,3,27,10,4,2036,1234,207
11305,2036,1234,2,2,2,3162,435,435,3164,5,207
11306,2030,435,2491,3167,31,2030,3,3163,3166,2492,207
11307,293,203,435,342,3165,31,2030,5,293,897,207
11308,435,435,435,435,435,435,435,435,435,435,207
11309,2,42,42,2,42,29,35,742,29,35,207
11310,742,35,29,2,35,2,29,42,35,88,207
11311,2,88,2,88,88,213,2,2,18,17,207
11312,2,213,3,6,3,13,4653,5,38,15,207
11313,38,6,38,19,105,6,10,6,19,6,207
11314,10,20,6,1555,2418,2,2,86,142,54,207
11315,62,2,3176,54,86,142,3176,54,20,86,207
11316,62,6,435,435,435,435,435,435,435,3168,207
11317,1232,435,5,435,435,435,2037,2,3,2037,207
11318,2493,3,2,2037,2037,62,62,62,54,54,207
11319,86,62,62,86,54,62,86,62,62,86,207
11320,86,62,86,62,62,86,54,86,142,54,207
11321,1029,1029,86,1029,1029,86,62,2,4,3,207
11322,10,21,27,30,2,10,6,21,30,33,207
11323,4,27,3,6,30,33,4,4,4,4,207
11324,4,2,4,21,10,27,3,2,2,3,207
11325,6,4,10,21,6,2,27,2,3,30,207
11326,10,21,27,33,4,3,6,30,10,43,207
11327,4,6,6,33,4,4,4,3,2,4,207
11328,4,21,10,27,3,2,2,6,3,4,207
11329,3,10,21,6,10,21,2,27,2,3,207
11330,10,30,21,27,4,3,6,10,33,4,207
11331,4,4,4,4,4,43,33,6,4,2,207
11332,4,3,3,4,2,4,21,10,27,2,207
11333,2,4,3,10,21,27,30,2,33,4,207
11334,6,10,27,21,3,30,33,6,4,4,207
11335,4,2,4,3,4,21,10,27,3,2,207
11336,2,4,3,10,21,27,30,2,6,33,207
11337,4,2,2,847,847,41,2,41,41,2,207
11338,41,847,165,153,153,442,99,442,187,97,207
11339,82,97,153,95,159,82,99,45,97,334,207
11340,45,153,153,153,41,10,95,229,153,45,207
11341,21,27,3,82,147,30,33,6,3,132,207
11342,61,312,4,93,427,61,247,256,422,44,207
11343,2,17,22,422,18,566,132,299,5,256,207
11344,427,82,299,22,41,5,22,4,21,10,207
11345,27,2,2,6,3,4,10,6,21,2,207
11346,27,2,3,30,4,27,3,21,10,4,207
11347,33,30,4,3,33,4,6,2,27,4,207
11348,21,10,3,43,2,2,3,4,10,21,207
11349,4,10,21,27,30,2,3,4,33,3,207
11350,27,21,10,30,9,4,6,33,9,4,207
11351,6,6,23,4,4,23,6,4,886,2502,207
11352,4654,2502,2502,2,2,2,86,142,54,62,207
11353,62,86,54,4,4,4,6,4,2,2,207
11354,2038,4,119,1305,4655,680,2038,3,10,2038,207
11355,2,4656,2038,2,1737,1305,119,680,6,106,207
11356,1305,3,6,1737,238,625,1801,106,10,10,207
11357,2870,1737,2,10,4,2,117,384,108,90,207
11358,90,108,22,5,17,108,101,44,5,18,207
11359,90,22,84,402,20,5,90,20,31,4,207
11360,117,402,31,90,5,108,117,108,5,108,207
11361,146,17,402,18,108,22,90,117,5,90,207
11362,5,2,2503,4,2503,20,2503,4657,2,2,207
11363,117,90,384,108,5,22,5,402,17,101,207
11364,18,20,2,117,108,5,90,73,108,5,207
11365,22,18,17,5,20,20,5,117,108,561,207
11366,2,20,3177,1278,3177,3178,3178,4,2,167,207
11367,164,5,182,311,160,81,4658,41,164,2,207
11368,2,2095,2,1737,2,119,1305,1737,6,10,207
11369,2,6,10,4659,2,2,2,2,4660,2,207
11370,2095,2,6,4,4,4,4,3,4,21,207
11371,10,3,2,3,2,3,6,4,10,21,207
11372,6,2,2,3,27,10,3,4,30,21,207
11373,27,30,33,6,4,10,33,43,81,4,207
11374,4,6,4,4,4,4,4,51,23,4,207
11375,2,23,6,51,4,3,27,10,3,4,207
11376,21,2,2,6,3,4,10,6,21,2,207
11377,2,27,2,3,10,21,30,27,4,3,207
11378,4,33,30,4,10,33,6,4,6,4,207
11379,3,2,27,10,21,4,2,86,2,4,207
11380,62,54,142,43,2,2,2,2,1738,31,207
11381,280,44,314,227,22,17,18,1738,3,22,207
11382,952,5,314,125,20,1738,18,280,227,5,207
11383,125,20,17,1738,1738,227,3,5,20,20,207
11384,20,20,3,2,2,2,495,130,2360,3,207
11385,495,2,610,17,536,786,418,130,18,4661,207
11386,31,3179,73,3180,2361,1439,2504,53,436,4662,207
11387,2027,4663,5,1998,4664,4665,4666,4667,436,2505,207
11388,3179,1439,495,3180,13,2504,38,781,2504,2027,207
11389,2505,495,436,19,714,5,20,19,5,4668,207
11390,714,3181,4669,1529,1529,2027,1529,77,105,6,207
11391,246,10,6,105,495,4670,251,6,53,495,207
11392,786,736,2,130,10,418,3,495,18,53,207
11393,73,2505,6,105,17,5,3181,279,495,5,207
11394,53,20,4671,172,20,53,1529,13,1529,5,207
11395,13,1529,2,1145,1359,1359,1145,5,679,679,207
11396,1359,1359,1359,1359,1437,1145,280,2,227,10,207
11397,6,38,2,130,1437,227,679,18,280,4672,207
11398,4673,13,1359,4674,1145,1458,1145,53,3,5,207
11399,1145,679,1145,2,679,2,38,1145,19,472,207
11400,472,472,472,472,472,472,472,472,472,472,207
11401,472,472,472,472,472,472,472,472,472,472,207
11402,472,472,472,472,472,472,472,472,472,472,207
11403,472,1145,2,53,2,4,3,10,21,27,207
11404,30,33,4,4,27,30,33,3,2,4,207
11405,21,27,3,10,2,2,4,3,10,21,207
11406,21,4,3,2,10,4675,4676,27,30,10,207
11407,33,4,6,21,27,3,30,33,6,4,207
11408,2,2,165,41,2,41,41,41,165,442,207
11409,153,99,334,187,153,95,249,97,153,159,207
11410,95,41,45,153,159,249,45,153,45,45,207
11411,82,45,45,216,153,216,82,97,45,249,207
11412,153,153,41,153,95,442,229,466,153,82,207
11413,61,132,312,93,147,22,247,487,61,275,207
11414,256,422,487,247,132,422,22,247,44,299,207
11415,18,5,427,299,22,82,275,427,566,256,207
11416,5,487,149,149,132,41,149,275,20,20,207
11417,287,539,247,427,71,22,247,427,630,5,207
11418,22,630,630,17,279,22,247,18,144,5,207
11419,61,93,144,287,287,20,144,144,287,144,207
11420,287,144,287,144,287,144,287,287,144,287,207
11421,144,287,144,42,144,287,287,42,144,742,207
11422,47,35,42,4,2,102,48,29,35,47,207
